ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
4868,simple,5412,,5412,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,36.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5412.jpg,,,,,,,,,0,,thelength,,1,0
4869,simple,5413,,5413,1,0,visible,SWIRL CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,49.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5413.jpg,,,,,,,,,0,,thelength,,1,0
4870,simple,5414,,5414,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,107,,,,https://rousseauchain.com/wp-content/uploads/product_images/5414.jpg,,,,,,,,,0,,thelength,,1,0
4871,simple,5415,,5415,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,43.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5415.jpg,,,,,,,,,0,,thelength,,1,0
4872,simple,5416,,5416,1,0,visible,CUBIC EARRING P50,,,,taxable,,1,,,0,0,,,,,1,,,41.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5416.jpg,,,,,,,,,0,,thelength,,1,0
4873,simple,5417,,5417,1,0,visible,DANGLE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,35.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5417.jpg,,,,,,,,,0,,thelength,,1,0
4875,simple,5419,,5419,1,0,visible,DANGLE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,58.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5419.jpg,,,,,,,,,0,,thelength,,1,0
4877,simple,5421,,5421,1,0,visible,HALF HOOP CUBIC P50,,,,taxable,,1,,,0,0,,,,,1,,,35.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5421.jpg,,,,,,,,,0,,thelength,,1,0
4878,simple,5422,,5422,1,0,visible,HALF HOOP CUBIC P50,,,,taxable,,1,,,0,0,,,,,1,,,36.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5422.jpg,,,,,,,,,0,,thelength,,1,0
4879,simple,5423,,5423,1,0,visible,HALF HOOP CUBIC P50,,,,taxable,,1,,,0,0,,,,,1,,,53.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5423.jpg,,,,,,,,,0,,thelength,,1,0
4880,simple,5424,,5424,1,0,visible,SQUARE HOOP CUBIC P50,,,,taxable,,1,,,0,0,,,,,1,,,64.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5424.jpg,,,,,,,,,0,,thelength,,1,0
4881,simple,5425,,5425,1,0,visible,DANGLE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,87.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5425.jpg,,,,,,,,,0,,thelength,,1,0
4882,simple,5426,,5426,1,0,visible,DANGLE CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,58.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5426.jpg,,,,,,,,,0,,thelength,,1,0
4883,simple,5427,,5427,1,0,visible,CUBIC HALF HOOP P50,,,,taxable,,1,,,0,0,,,,,1,,,53.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5427.jpg,,,,,,,,,0,,thelength,,1,0
4884,simple,5430,,5430,1,0,visible,CUBIC HALF HOOP P50,,,,taxable,,1,,,0,0,,,,,1,,,86.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5430.jpg,,,,,,,,,0,,thelength,,1,0
4885,simple,5431,,5431,1,0,visible,LONG RECT. CUBIC EAR P50,,,,taxable,,1,,,0,0,,,,,1,,,166.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5431.jpg,,,,,,,,,0,,thelength,,1,0
4886,simple,5432,,5432,1,0,visible,FLOWER CUBIC BROOCH P47,,,,taxable,,1,,,0,0,,,,,1,,,117.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5432.jpg,,,,,,,,,0,,thelength,,1,0
4887,simple,5433,,5433,1,0,visible,DRAGONFLY CUBIC BROOCH P47,,,,taxable,,1,,,0,0,,,,,1,,,76,,,,https://rousseauchain.com/wp-content/uploads/product_images/5433.jpg,,,,,,,,,0,,thelength,,1,0
4888,simple,5434,,5434,1,0,visible,SUN CUBIC BROOCH P47,,,,taxable,,1,,,0,0,,,,,1,,,91.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5434.jpg,,,,,,,,,0,,thelength,,1,0
4889,simple,5435,,5435,1,0,visible,HEART CUBIC BROOCH P47,,,,taxable,,1,,,0,0,,,,,1,,,147.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5435.jpg,,,,,,,,,0,,thelength,,1,0
4890,simple,5436,,5436,1,0,visible,FANCY OVAL EARRINGP132,,,,taxable,,1,,,0,0,,,,,1,,,60.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5436.jpg,,,,,,,,,0,,thelength,,1,0
4891,simple,5437,,5437,1,0,visible,FANCY OVAL PENDANT/CHAINP132,,,,taxable,,1,,,0,0,,,,,1,,,54.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5437.jpg,,,,,,,,,0,,thelength,,1,0
4892,simple,5438,,5438,1,0,visible,FANCY EARRINGP132,,,,taxable,,1,,,0,0,,,,,1,,,29.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5438.jpg,,,,,,,,,0,,thelength,,1,0
4893,simple,5439,,5439,1,0,visible,FANCY PENDANTP132,,,,taxable,,1,,,0,0,,,,,1,,,40.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5439.jpg,,,,,,,,,0,,thelength,,1,0
4894,simple,5442,,5442,1,0,visible,CUBIC EARRINGP132,,,,taxable,,1,,,0,0,,,,,1,,,14.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5442.jpg,,,,,,,,,0,,thelength,,1,0
4895,simple,5443,,5443,1,0,visible,CUBIC PENDANT P132,,,,taxable,,1,,,0,0,,,,,1,,,12.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5443.jpg,,,,,,,,,0,,thelength,,1,0
4896,simple,5444,,5444,1,0,visible,HEART PENDANT W/CHAINP132,,,,taxable,,1,,,0,0,,,,,1,,,39.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5444.jpg,,,,,,,,,0,,thelength,,1,0
4897,simple,5445,,5445,1,0,visible,CUBIC 2 OVAL E.P132,,,,taxable,,1,,,0,0,,,,,1,,,43.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5445.jpg,,,,,,,,,0,,thelength,,1,0
4898,simple,5446,,5446,1,0,visible,CUBIC 2 OVAL PENDANT P132,,,,taxable,,1,,,0,0,,,,,1,,,29.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5446.jpg,,,,,,,,,0,,thelength,,1,0
4899,simple,5447,,5447,1,0,visible,CUBIC SQUARE+ROUND E.P132,,,,taxable,,1,,,0,0,,,,,1,,,45.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5447.jpg,,,,,,,,,0,,thelength,,1,0
4900,simple,5448,,5448,1,0,visible,CUBIC SQUARE+2 ROUND P.P132,,,,taxable,,1,,,0,0,,,,,1,,,29.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5448.jpg,,,,,,,,,0,,thelength,,1,0
4901,simple,5450,,5450,1,0,visible,CUBIC CRCLE E.P132,,,,taxable,,1,,,0,0,,,,,1,,,56.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5450.jpg,,,,,,,,,0,,thelength,,1,0
4902,simple,5451,,5451,1,0,visible,BALL DANGLE EARRINGP132,,,,taxable,,1,,,0,0,,,,,1,,,46.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5451.jpg,,,,,,,,,0,,thelength,,1,0
4903,simple,5452,,5452,1,0,visible,CUBIC LEAF BROOCH P135,,,,taxable,,1,,,0,0,,,,,1,,,81.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5452.jpg,,,,,,,,,0,,thelength,,1,0
4904,simple,5453,,5453,1,0,visible,DRAGONFLY BROOCH P135,,,,taxable,,1,,,0,0,,,,,1,,,83.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5453.jpg,,,,,,,,,0,,thelength,,1,0
4905,simple,5454,,5454,1,0,visible,2 TONE DANGLE,,,,taxable,,1,,,0,0,,,,,1,,,48.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5454.jpg,,,,,,,,,0,,thelength,,1,0
4906,simple,5455,,5455,1,0,visible,2 TONE 18 DANGLE NECK.,,,,taxable,,1,,,0,0,,,,,1,,,68.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5455.jpg,,,,,,,,,0,,thelength,,1,0
4907,simple,5456,,5456,1,0,visible,OXIDIZED HEART,,,,taxable,,1,,,0,0,,,,,1,,,42.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5456.jpg,,,,,,,,,0,,thelength,,1,0
4908,simple,5457,,5457,1,0,visible,9 BAND HAMMERED RING,,,,taxable,,1,,,0,0,,,,,1,,,50.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5457.jpg,,,,,,,,,0,,thelength,,1,0
4909,simple,5458,,5458,1,0,visible,RING PETALS+PEARL,,,,taxable,,1,,,0,0,,,,,1,,,112.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5458.jpg,,,,,,,,,0,,thelength,,1,0
4910,simple,5459,,5459,1,0,visible,PENDANT BUTERFLY 3 TONE,,,,taxable,,1,,,0,0,,,,,1,,,31.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5459.jpg,,,,,,,,,0,,thelength,,1,0
4911,simple,5460,,5460,1,0,visible,PENANT DISK CTRE.SWIRL,,,,taxable,,1,,,0,0,,,,,1,,,69.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5460.jpg,,,,,,,,,0,,thelength,,1,0
4912,simple,5461,,5461,1,0,visible,BROOCH FLOWER+PEARL,,,,taxable,,1,,,0,0,,,,,1,,,118.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5461.jpg,,,,,,,,,0,,thelength,,1,0
4913,simple,5462,,5462,1,0,visible,NECKLACE BIG HEART+PEARL,,,,taxable,,1,,,0,0,,,,,1,,,83.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5462.jpg,,,,,,,,,0,,thelength,,1,0
4914,simple,5463,,5463,1,0,visible,EARRING TEXT.CIRCLE,,,,taxable,,1,,,0,0,,,,,1,,,67.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5463.jpg,,,,,,,,,0,,thelength,,1,0
4915,simple,5464,,5464,1,0,visible,EARRING FOLDOVER,,,,taxable,,1,,,0,0,,,,,1,,,94.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5464.jpg,,,,,,,,,0,,thelength,,1,0
4916,simple,5467,,5467,1,0,visible,EARRING FLAT CUTOUTS,,,,taxable,,1,,,0,0,,,,,1,,,54.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5467.jpg,,,,,,,,,0,,thelength,,1,0
4917,simple,5468,,5468,1,0,visible,EARRING CIRCLE RAYS,,,,taxable,,1,,,0,0,,,,,1,,,154.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5468.jpg,,,,,,,,,0,,thelength,,1,0
4918,simple,5469,,5469,1,0,visible,EARRING HOOP WIRE+STONE,,,,taxable,,1,,,0,0,,,,,1,,,90.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/5469.jpg,,,,,,,,,0,,thelength,,1,0
4919,simple,5470,,5470,1,0,visible,EARRING DOUBLE DISK,,,,taxable,,1,,,0,0,,,,,1,,,159.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/5470.jpg,,,,,,,,,0,,thelength,,1,0
4920,simple,5471,,5471,1,0,visible,EARRING FLOWER+PEARL,,,,taxable,,1,,,0,0,,,,,1,,,83.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/5471.jpg,,,,,,,,,0,,thelength,,1,0
4921,simple,5472,,5472,1,0,visible,EARRING ROUND CUTOUT,,,,taxable,,1,,,0,0,,,,,1,,,80.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/5472.jpg,,,,,,,,,0,,thelength,,1,0
4922,simple,5473,,5473,1,0,visible,EARRING HOOP HEART,,,,taxable,,1,,,0,0,,,,,1,,,53.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5473.jpg,,,,,,,,,0,,thelength,,1,0
4923,simple,5474,,5474,1,0,visible,EARRING DOUBLE HEART,,,,taxable,,1,,,0,0,,,,,1,,,139.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5474.jpg,,,,,,,,,0,,thelength,,1,0
4924,simple,5475,,5475,1,0,visible,EARRING OXIDIZE HEART,,,,taxable,,1,,,0,0,,,,,1,,,87.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5475.jpg,,,,,,,,,0,,thelength,,1,0
4925,simple,5476,,5476,1,0,visible,EARRING DISC SWIRL CENTRE,,,,taxable,,1,,,0,0,,,,,1,,,90.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/5476.jpg,,,,,,,,,0,,thelength,,1,0
4926,simple,5477,,5477,1,0,visible,EARRING HOOP RAYS W.&B.,,,,taxable,,1,,,0,0,,,,,1,,,120.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5477.jpg,,,,,,,,,0,,thelength,,1,0
4927,simple,5478,,5478,1,0,visible,EARRING BALL END WIRE,,,,taxable,,1,,,0,0,,,,,1,,,64.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/5478.jpg,,,,,,,,,0,,thelength,,1,0
4928,simple,5479,,5479,1,0,visible,EARRING BLACK BALL/PEARL,,,,taxable,,1,,,0,0,,,,,1,,,67.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5479.jpg,,,,,,,,,0,,thelength,,1,0
4930,simple,5481,,5481,1,0,visible,EARRING CIRCLE WITH BIRD,,,,taxable,,1,,,0,0,,,,,1,,,53.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5481.jpg,,,,,,,,,0,,thelength,,1,0
4931,simple,5482,,5482,1,0,visible,EARRING BIRD IN OVAL,,,,taxable,,1,,,0,0,,,,,1,,,40.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5482.jpg,,,,,,,,,0,,thelength,,1,0
4932,simple,5483,,5483,1,0,visible,EARRING 3 FLOWER,,,,taxable,,1,,,0,0,,,,,1,,,65.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5483.jpg,,,,,,,,,0,,thelength,,1,0
4933,simple,5485,,5485,1,0,visible,EARRING FLOWER GOLD C.,,,,taxable,,1,,,0,0,,,,,1,,,85.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5485.jpg,,,,,,,,,0,,thelength,,1,0
4934,simple,5486,,5486,1,0,visible,EARRING RECT.WIRE CENTER,,,,taxable,,1,,,0,0,,,,,1,,,81.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5486.jpg,,,,,,,,,0,,thelength,,1,0
4935,simple,5487,,5487,1,0,visible,EARRING HOOP BIG BAND,,,,taxable,,1,,,0,0,,,,,1,,,109.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5487.jpg,,,,,,,,,0,,thelength,,1,0
4936,simple,5488,,5488,1,0,visible,EARRING CANOE BARS/BALLS,,,,taxable,,1,,,0,0,,,,,1,,,87.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/5488.jpg,,,,,,,,,0,,thelength,,1,0
4937,simple,5489,,5489,1,0,visible,EARRING OVALISH SIL.GOLD,,,,taxable,,1,,,0,0,,,,,1,,,55.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5489.jpg,,,,,,,,,0,,thelength,,1,0
4938,simple,5490,,5490,1,0,visible,EARRING LEAF WITH HOLES,,,,taxable,,1,,,0,0,,,,,1,,,73.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5490.jpg,,,,,,,,,0,,thelength,,1,0
4939,simple,5491,,5491,1,0,visible,EARRING CIRCLE WAVE/STONE,,,,taxable,,1,,,0,0,,,,,1,,,105.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5491.jpg,,,,,,,,,0,,thelength,,1,0
4940,simple,5492,,5492,1,0,visible,EARRING DISC WAVE TEXT.,,,,taxable,,1,,,0,0,,,,,1,,,80.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5492.jpg,,,,,,,,,0,,thelength,,1,0
4941,simple,5493,,5493,1,0,visible,NECK.CIRCLES ON CHOKER,,,,taxable,,1,,,0,0,,,,,1,,,112.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5493.jpg,,,,,,,,,0,,thelength,,1,0
4942,simple,5494,,5494,1,0,visible,EARRING HOOP BLACK CTRE.,,,,taxable,,1,,,0,0,,,,,1,,,102.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/5494.jpg,,,,,,,,,0,,thelength,,1,0
4943,simple,5495,,5495,1,0,visible,EARRING WOVEN BALL/WIRE,,,,taxable,,1,,,0,0,,,,,1,,,115.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/5495.jpg,,,,,,,,,0,,thelength,,1,0
4944,simple,5496,,5496,1,0,visible,GOLD PLATE OVAL EARRING,,,,taxable,,1,,,0,0,,,,,1,,,24,,,,https://rousseauchain.com/wp-content/uploads/product_images/5496.jpg,,,,,,,,,0,,thelength,,1,0
4945,simple,5497,,5497,1,0,visible,GOLD PLATE OVAL HOOP,,,,taxable,,1,,,0,0,,,,,1,,,28.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5497.jpg,,,,,,,,,0,,thelength,,1,0
4946,simple,5498,,5498,1,0,visible,GOLD PLATE HOOP,,,,taxable,,1,,,0,0,,,,,1,,,25.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5498.jpg,,,,,,,,,0,,thelength,,1,0
4948,simple,5500,,5500,1,0,visible,EARRING 3 DROP,,,,taxable,,1,,,0,0,,,,,1,,,51.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5500.jpg,,,,,,,,,0,,thelength,,1,0
4949,simple,5501,,5501,1,0,visible,EARRING 2 DROP,,,,taxable,,1,,,0,0,,,,,1,,,39.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/5501.jpg,,,,,,,,,0,,thelength,,1,0
4950,simple,5502,,5502,1,0,visible,EARRING MULTI-DANGLE,,,,taxable,,1,,,0,0,,,,,1,,,55.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5502.jpg,,,,,,,,,0,,thelength,,1,0
4951,simple,5503,,5503,1,0,visible,PENDANT CUBIC SQUARE,,,,taxable,,1,,,0,0,,,,,1,,,35.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/5503.jpg,,,,,,,,,0,,thelength,,1,0
4952,simple,5504,,5504,1,0,visible,EARRING CUBIC SQUARE,,,,taxable,,1,,,0,0,,,,,1,,,66.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5504.jpg,,,,,,,,,0,,thelength,,1,0
4953,simple,5505,,5505,1,0,visible,EARRING FLOWER,,,,taxable,,1,,,0,0,,,,,1,,,31.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5505.jpg,,,,,,,,,0,,thelength,,1,0
4954,simple,5506,,5506,1,0,visible,EARRING DOUBLE LEAF,,,,taxable,,1,,,0,0,,,,,1,,,80,,,,https://rousseauchain.com/wp-content/uploads/product_images/5506.jpg,,,,,,,,,0,,thelength,,1,0
4955,simple,5507,,5507,1,0,visible,EARRING DESIGN,,,,taxable,,1,,,0,0,,,,,1,,,43.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/5507.jpg,,,,,,,,,0,,thelength,,1,0
4956,simple,5508,,5508,1,0,visible,EARRING OVAL LEAF,,,,taxable,,1,,,0,0,,,,,1,,,54.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5508.jpg,,,,,,,,,0,,thelength,,1,0
4958,simple,5510,,5510,1,0,visible,EARRING FLAT HOOP,,,,taxable,,1,,,0,0,,,,,1,,,40.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5510.jpg,,,,,,,,,0,,thelength,,1,0
4959,simple,5511,,5511,1,0,visible,EARRING HOOP WAVE,,,,taxable,,1,,,0,0,,,,,1,,,52.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/5511.jpg,,,,,,,,,0,,thelength,,1,0
4960,simple,5512,,5512,1,0,visible,EARRING MULTI HOOP BALL,,,,taxable,,1,,,0,0,,,,,1,,,35.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/5512.jpg,,,,,,,,,0,,thelength,,1,0
4961,simple,5513,,5513,1,0,visible,CUBIC TEARDROP EARRING,,,,taxable,,1,,,0,0,,,,,1,,,27.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5513.jpg,,,,,,,,,0,,thelength,,1,0
4962,simple,5514,,5514,1,0,visible,OVAL HOOP EARRING,,,,taxable,,1,,,0,0,,,,,1,,,22.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/5514.jpg,,,,,,,,,0,,thelength,,1,0
4963,simple,5515,,5515,1,0,visible,FANCY D/C HOOP EARRING,,,,taxable,,1,,,0,0,,,,,1,,,41.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/5515.jpg,,,,,,,,,0,,thelength,,1,0
4964,simple,5516,,5516,1,0,visible,FANCY HOOP EARRING,,,,taxable,,1,,,0,0,,,,,1,,,79.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/5516.jpg,,,,,,,,,0,,thelength,,1,0
4965,simple,5517,,5517,1,0,visible,EARRING OPEN TWIST,,,,taxable,,1,,,0,0,,,,,1,,,40.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5517.jpg,,,,,,,,,0,,thelength,,1,0
4966,simple,5518,,5518,1,0,visible,GOLD PLATE HOOP 15M,,,,taxable,,1,,,0,0,,,,,1,,,15.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5518.jpg,,,,,,,,,0,,thelength,,1,0
4967,simple,5519,,5519,1,0,visible,GOLD PLATE HOOP 20M,,,,taxable,,1,,,0,0,,,,,1,,,20.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/5519.jpg,,,,,,,,,0,,thelength,,1,0
4968,simple,5520,,5520,1,0,visible,GOLD PLATE HOOP 25M,,,,taxable,,1,,,0,0,,,,,1,,,24.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5520.jpg,,,,,,,,,0,,thelength,,1,0
4969,simple,5521,,5521,1,0,visible,GOLD PLATE HOOP 30M,,,,taxable,,1,,,0,0,,,,,1,,,27.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5521.jpg,,,,,,,,,0,,thelength,,1,0
4970,simple,5522,,5522,1,0,visible,GOLD PLATE HOOP 40M,,,,taxable,,1,,,0,0,,,,,1,,,38.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/5522.jpg,,,,,,,,,0,,thelength,,1,0
4972,simple,5524,,5524,1,0,visible,ROSE GOLD HOOP D/C 20M,,,,taxable,,1,,,0,0,,,,,1,,,24.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/5524.jpg,,,,,,,,,0,,thelength,,1,0
4973,simple,5525,,5525,1,0,visible,ROSE GOLD HOOP D/C 25M,,,,taxable,,1,,,0,0,,,,,1,,,27.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/5525.jpg,,,,,,,,,0,,thelength,,1,0
4974,simple,5526,,5526,1,0,visible,ROSE GOLD HOOP D/C 30M,,,,taxable,,1,,,0,0,,,,,1,,,35.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/5526.jpg,,,,,,,,,0,,thelength,,1,0
4975,simple,5527,,5527,1,0,visible,ROSE GOLD HOOP D/C 40M,,,,taxable,,1,,,0,0,,,,,1,,,51.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/5527.jpg,,,,,,,,,0,,thelength,,1,0
4976,simple,5528,,5528,1,0,visible,GOLD PLATE OVAL DIA.CUT,,,,taxable,,1,,,0,0,,,,,1,,,27.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5528.jpg,,,,,,,,,0,,thelength,,1,0
4977,simple,5529,,5529,1,0,visible,TRI-COLOUR DIAMOND CUT,,,,taxable,,1,,,0,0,,,,,1,,,36,,,,https://rousseauchain.com/wp-content/uploads/product_images/5529.jpg,,,,,,,,,0,,thelength,,1,0
4978,simple,5530,,5530,1,0,visible,GOLD PLATE HOOP D/C,,,,taxable,,1,,,0,0,,,,,1,,,49.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/5530.jpg,,,,,,,,,0,,thelength,,1,0
4979,simple,5531,,5531,1,0,visible,GOLD PLATE HOOP D/C,,,,taxable,,1,,,0,0,,,,,1,,,57.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/5531.jpg,,,,,,,,,0,,thelength,,1,0
4980,simple,5532,,5532,1,0,visible,GOLD PLATE HOOP D/C,,,,taxable,,1,,,0,0,,,,,1,,,78.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/5532.jpg,,,,,,,,,0,,thelength,,1,0
4981,simple,5550,,5550,1,0,visible,BALI TOE RING P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5550.jpg,,,,,,,,,0,,thelength,,1,0
4982,simple,5551,,5551,1,0,visible,BALI TOE RING P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5551.jpg,,,,,,,,,0,,thelength,,1,0
4983,simple,5552,,5552,1,0,visible,BALI TOE RING P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5552.jpg,,,,,,,,,0,,thelength,,1,0
4984,simple,5553,,5553,1,0,visible,BALI TOE RING P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5553.jpg,,,,,,,,,0,,thelength,,1,0
4985,simple,5554,,5554,1,0,visible,BALI TOE RING P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5554.jpg,,,,,,,,,0,,thelength,,1,0
4986,simple,5556,,5556,1,0,visible,BALI TOE RING P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5556.jpg,,,,,,,,,0,,thelength,,1,0
4987,simple,5557,,5557,1,0,visible,TOE RING STONES P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5557.jpg,,,,,,,,,0,,thelength,,1,0
4988,simple,5558,,5558,1,0,visible,TOE RING STONES P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5558.jpg,,,,,,,,,0,,thelength,,1,0
4989,simple,5559,,5559,1,0,visible,TOE RING STONES P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5559.jpg,,,,,,,,,0,,thelength,,1,0
4990,simple,5560,,5560,1,0,visible,TOE RING STONES P106,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,https://rousseauchain.com/wp-content/uploads/product_images/5560.jpg,,,,,,,,,0,,thelength,,1,0
